;Country;Year;Life Ladder;LogGDP;SocialSupport;LifeExpectancy;Freedom;Generosity;Corruption;PosAffect;NegAffect;Region;Regime;AreaInK2;Population;PopAnnualGrowthRate;PopDensity;InfantMortalityRate;Christianisme;Islam;Sans-religion;Hindouisme;Bouddhisme;Religions traditionnelles;Autres;Judaisme;GiniCoeff21;Corrup
43;Argentina;2015;6.697;10.083;0.926;68.2;0.881;-0.174;0.851;0.859;0.305;Latin America and Caribbean;Flawed democracy;2736690;43474406;0.953;15.9;10.59;0.852;0.01;0.122;0.0;0.0;0.008;0.003;0.005;41.4;32
44;Argentina;2016;6.427;10.051;0.883;68.4;0.848;-0.192;0.851;0.842;0.312;Latin America and Caribbean;Flawed democracy;2736690;43886223;0.932;16.0;10.42;0.852;0.01;0.122;0.0;0.0;0.008;0.003;0.005;41.4;36
45;Argentina;2017;6.039;10.067;0.907;68.6;0.832;-0.186;0.841;0.809;0.292;Latin America and Caribbean;Flawed democracy;2736690;44292731;0.912;16.2;10.25;0.852;0.01;0.122;0.0;0.0;0.008;0.003;0.005;41.4;39
46;Argentina;2018;5.793;10.032;0.9;68.8;0.846;-0.211;0.855;0.82;0.321;Latin America and Caribbean;Flawed democracy;2736690;44693790;0.891;16.3;10.08;0.852;0.01;0.122;0.0;0.0;0.008;0.003;0.005;41.4;42
47;Argentina;2019;6.086;10.0;0.896;69.0;0.817;-0.211;0.83;0.826;0.319;Latin America and Caribbean;Flawed democracy;2736690;45089449;0.872;16.5;9.92;0.852;0.01;0.122;0.0;0.0;0.008;0.003;0.005;41.4;45
48;Argentina;2020;5.901;9.85;0.897;69.2;0.823;-0.122;0.816;0.764;0.342;Latin America and Caribbean;Flawed democracy;2736690;45479650;0.852;16.6;9.76;0.852;0.01;0.122;0.0;0.0;0.008;0.003;0.005;41.4;42
49;Armenia;2006;4.289;9.044;0.682;64.8;0.52;-0.231;0.85;0.494;0.469;Commonwealth of Independent States;Hybrid regime;28203;3081103;-0.095;109.2;17.57;0.985;0.0;0.013000000000000001;0.0;0.0;0.0;0.001;0.0;34.4;29
50;Armenia;2007;4.882;9.181;0.76;64.9;0.605;-0.251;0.817;0.507;0.412;Commonwealth of Independent States;Hybrid regime;28203;3078608;-0.067;109.2;17.07;0.985;0.0;0.013000000000000001;0.0;0.0;0.0;0.001;0.0;34.4;29
51;Armenia;2008;4.652;9.256;0.709;65.0;0.462;-0.215;0.876;0.521;0.385;Commonwealth of Independent States;Hybrid regime;28203;3076467;-0.073;109.1;16.71;0.985;0.0;0.013000000000000001;0.0;0.0;0.0;0.001;0.0;34.4;30
52;Armenia;2009;4.178;9.111;0.68;65.1;0.441;-0.214;0.882;0.543;0.411;Commonwealth of Independent States;Hybrid regime;28203;3074270;-0.07;109.0;16.7;0.985;0.0;0.013000000000000001;0.0;0.0;0.0;0.001;0.0;34.4;29
53;Armenia;2010;4.368;9.136;0.66;65.2;0.459;-0.176;0.891;0.51;0.426;Commonwealth of Independent States;Hybrid regime;28203;3071974;-0.079;108.9;16.48;0.985;0.0;0.013000000000000001;0.0;0.0;0.0;0.001;0.0;34.4;26
54;Armenia;2011;4.26;9.182;0.705;65.36;0.465;-0.225;0.875;0.475;0.459;Commonwealth of Independent States;Hybrid regime;28203;3069561;-0.078;108.8;15.45;0.985;0.0;0.013000000000000001;0.0;0.0;0.0;0.001;0.0;34.4;26
55;Armenia;2012;4.32;9.249;0.676;65.52;0.502;-0.215;0.893;0.518;0.464;Commonwealth of Independent States;Hybrid regime;28203;3067011;-0.088;108.7;15.13;0.985;0.0;0.013000000000000001;0.0;0.0;0.0;0.001;0.0;34.4;34
56;Armenia;2013;4.277;9.277;0.723;65.68;0.504;-0.195;0.9;0.562;0.45;Commonwealth of Independent States;Hybrid regime;28203;3064086;-0.103;108.6;14.82;0.985;0.0;0.013000000000000001;0.0;0.0;0.0;0.001;0.0;34.4;36
57;Armenia;2014;4.453;9.307;0.739;65.84;0.506;-0.218;0.92;0.581;0.404;Commonwealth of Independent States;Hybrid regime;28203;3060577;-0.127;108.5;14.51;0.985;0.0;0.013000000000000001;0.0;0.0;0.0;0.001;0.0;34.4;37
58;Armenia;2015;4.348;9.334;0.723;66.0;0.551;-0.203;0.901;0.594;0.438;Commonwealth of Independent States;Hybrid regime;28203;3056294;-0.154;108.4;14.2;0.985;0.0;0.013000000000000001;0.0;0.0;0.0;0.001;0.0;34.4;35
59;Armenia;2016;4.325;9.333;0.709;66.3;0.611;-0.17;0.921;0.594;0.437;Commonwealth of Independent States;Hybrid regime;28203;3051140;-0.184;108.2;13.91;0.985;0.0;0.013000000000000001;0.0;0.0;0.0;0.001;0.0;34.4;33
60;Armenia;2017;4.288;9.402;0.698;66.6;0.614;-0.147;0.865;0.625;0.437;Commonwealth of Independent States;Hybrid regime;28203;3045086;-0.213;108.0;13.61;0.985;0.0;0.013000000000000001;0.0;0.0;0.0;0.001;0.0;34.4;35
61;Armenia;2018;5.062;9.451;0.814;66.9;0.808;-0.163;0.677;0.581;0.455;Commonwealth of Independent States;Hybrid regime;28203;3038152;-0.243;107.7;13.33;0.985;0.0;0.013000000000000001;0.0;0.0;0.0;0.001;0.0;34.4;38
62;Armenia;2019;5.488;9.522;0.782;67.2;0.844;-0.172;0.583;0.598;0.43;Commonwealth of Independent States;Hybrid regime;28203;3030310;-0.274;107.4;13.05;0.985;0.0;0.013000000000000001;0.0;0.0;0.0;0.001;0.0;34.4;42
63;Australia;2007;7.285;10.703;0.965;71.72;0.891;0.347;0.513;0.826;0.215;North America and ANZ;Full democracy;7682300;20610385;1.899;2.7;4.29;0.6729999999999999;0.024;0.242;0.013999999999999999;0.027000000000000003;0.006999999999999999;0.008;0.005;34.4;86
64;Australia;2008;7.254;10.719;0.947;71.88;0.916;0.305;0.431;0.826;0.218;North America and ANZ;Full democracy;7682300;21040262;2.226;2.7;4.19;0.6729999999999999;0.024;0.242;0.013999999999999999;0.027000000000000003;0.006999999999999999;0.008;0.005;34.4;87
65;Australia;2010;7.45;10.722;0.955;72.2;0.932;0.317;0.366;0.834;0.22;North America and ANZ;Full democracy;7682300;21839563;1.495;2.8;4.13;0.6729999999999999;0.024;0.242;0.013999999999999999;0.027000000000000003;0.006999999999999999;0.008;0.005;34.4;87
66;Australia;2011;7.406;10.733;0.967;72.3;0.945;0.369;0.382;0.816;0.195;North America and ANZ;Full democracy;7682300;22183001;1.625;2.9;3.79;0.6729999999999999;0.024;0.242;0.013999999999999999;0.027000000000000003;0.006999999999999999;0.008;0.005;34.4;88
67;Australia;2012;7.196;10.754;0.945;72.4;0.935;0.274;0.368;0.811;0.214;North America and ANZ;Full democracy;7682300;22563165;1.773;2.9;3.36;0.6729999999999999;0.024;0.242;0.013999999999999999;0.027000000000000003;0.006999999999999999;0.008;0.005;34.4;85
68;Australia;2013;7.364;10.762;0.928;72.5;0.933;0.269;0.432;0.819;0.177;North America and ANZ;Full democracy;7682300;22946421;1.598;3.0;3.53;0.6729999999999999;0.024;0.242;0.013999999999999999;0.027000000000000003;0.006999999999999999;0.008;0.005;34.4;81
69;Australia;2014;7.289;10.772;0.924;72.6;0.923;0.319;0.442;0.775;0.245;North America and ANZ;Full democracy;7682300;23292143;1.395;3.0;3.32;0.6729999999999999;0.024;0.242;0.013999999999999999;0.027000000000000003;0.006999999999999999;0.008;0.005;34.4;80
70;Australia;2015;7.309;10.779;0.952;72.7;0.922;0.332;0.357;0.79;0.21;North America and ANZ;Full democracy;7682300;23618255;1.386;3.1;3.26;0.6729999999999999;0.024;0.242;0.013999999999999999;0.027000000000000003;0.006999999999999999;0.008;0.005;34.4;79
71;Australia;2016;7.25;10.791;0.942;73.0;0.922;0.239;0.399;0.791;0.236;North America and ANZ;Full democracy;7682300;23980152;1.653;3.1;3.17;0.6729999999999999;0.024;0.242;0.013999999999999999;0.027000000000000003;0.006999999999999999;0.008;0.005;34.4;79
72;Australia;2017;7.257;10.798;0.95;73.3;0.911;0.317;0.411;0.78;0.225;North America and ANZ;Full democracy;7682300;24370179;1.574;3.2;3.12;0.6729999999999999;0.024;0.242;0.013999999999999999;0.027000000000000003;0.006999999999999999;0.008;0.005;34.4;77
73;Australia;2018;7.177;10.811;0.94;73.6;0.916;0.146;0.405;0.759;0.187;North America and ANZ;Full democracy;7682300;24748006;1.503;3.2;3.12;0.6729999999999999;0.024;0.242;0.013999999999999999;0.027000000000000003;0.006999999999999999;0.008;0.005;34.4;77
74;Australia;2019;7.234;10.815;0.943;73.9;0.918;0.121;0.43;0.77;0.202;North America and ANZ;Full democracy;7682300;25113987;1.433;3.3;3.11;0.6729999999999999;0.024;0.242;0.013999999999999999;0.027000000000000003;0.006999999999999999;0.008;0.005;34.4;77
75;Australia;2020;7.137;10.76;0.937;74.2;0.905;0.21;0.491;0.769;0.205;North America and ANZ;Full democracy;7682300;25467706;1.365;3.3;3.1;0.6729999999999999;0.024;0.242;0.013999999999999999;0.027000000000000003;0.006999999999999999;0.008;0.005;34.4;77
76;Austria;2006;7.122;10.842;0.936;70.76;0.941;0.302;0.49;0.823;0.174;Western Europe;Full democracy;82445;8352180;0.332;101.3;3.59;0.804;0.054000000000000006;0.135;0.0;0.002;0.0;0.001;0.002;29.7;86
77;Austria;2008;7.181;10.887;0.935;71.08;0.879;0.291;0.614;0.832;0.173;Western Europe;Full democracy;82445;8406796;0.325;102.0;3.72;0.804;0.054000000000000006;0.135;0.0;0.002;0.0;0.001;0.002;29.7;81
78;Austria;2010;7.303;10.861;0.914;71.4;0.896;0.131;0.546;0.815;0.156;Western Europe;Full democracy;82445;8447901;0.271;102.5;3.95;0.804;0.054000000000000006;0.135;0.0;0.002;0.0;0.001;0.002;29.7;79
79;Austria;2011;7.471;10.887;0.944;71.54;0.939;0.132;0.703;0.789;0.145;Western Europe;Full democracy;82445;8475092;0.372;102.8;3.56;0.804;0.054000000000000006;0.135;0.0;0.002;0.0;0.001;0.002;29.7;78
80;Austria;2012;7.401;10.889;0.945;71.68;0.92;0.118;0.771;0.822;0.157;Western Europe;Full democracy;82445;8512930;0.519;103.3;3.54;0.804;0.054000000000000006;0.135;0.0;0.002;0.0;0.001;0.002;29.7;69
81;Austria;2013;7.499;10.883;0.95;71.82;0.922;0.168;0.679;0.787;0.163;Western Europe;Full democracy;82445;8562327;0.638;103.9;3.51;0.804;0.054000000000000006;0.135;0.0;0.002;0.0;0.001;0.002;29.7;69
82;Austria;2014;6.95;10.882;0.899;71.96;0.885;0.118;0.567;0.78;0.17;Western Europe;Full democracy;82445;8615171;0.593;104.5;3.48;0.804;0.054000000000000006;0.135;0.0;0.002;0.0;0.001;0.002;29.7;72
83;Austria;2015;7.076;10.881;0.928;72.1;0.9;0.099;0.557;0.798;0.164;Western Europe;Full democracy;82445;8664442;0.548;105.1;3.46;0.804;0.054000000000000006;0.135;0.0;0.002;0.0;0.001;0.002;29.7;76
84;Austria;2016;7.048;10.891;0.926;72.4;0.889;0.08;0.524;0.756;0.197;Western Europe;Full democracy;82445;8710175;0.505;105.6;3.44;0.804;0.054000000000000006;0.135;0.0;0.002;0.0;0.001;0.002;29.7;75
85;Austria;2017;7.294;10.908;0.906;72.7;0.89;0.133;0.518;0.748;0.18;Western Europe;Full democracy;82445;8752360;0.462;106.2;3.41;0.804;0.054000000000000006;0.135;0.0;0.002;0.0;0.001;0.002;29.7;75
86;Austria;2018;7.396;10.928;0.912;73.0;0.904;0.053;0.523;0.752;0.226;Western Europe;Full democracy;82445;8790907;0.417;106.6;3.39;0.804;0.054000000000000006;0.135;0.0;0.002;0.0;0.001;0.002;29.7;76
87;Austria;2019;7.195;10.939;0.964;73.3;0.903;0.06;0.457;0.774;0.205;Western Europe;Full democracy;82445;8825644;0.371;107.0;3.37;0.804;0.054000000000000006;0.135;0.0;0.002;0.0;0.001;0.002;29.7;77
88;Austria;2020;7.213;10.851;0.925;73.6;0.912;0.011;0.464;0.769;0.206;Western Europe;Full democracy;82445;8856348;0.323;107.4;3.34;0.804;0.054000000000000006;0.135;0.0;0.002;0.0;0.001;0.002;29.7;76
89;Azerbaijan;2006;4.728;9.17;0.854;61.88;0.772;-0.235;0.774;0.512;0.276;Commonwealth of Independent States;Authoritarian;82629;8919169;1.081;107.9;36.31;0.03;0.9690000000000001;0.0;0.0;0.0;0.0;0.0;0.0;33.7;22
90;Azerbaijan;2007;4.568;9.386;0.753;62.26;0.522;-0.207;0.871;0.521;0.284;Commonwealth of Independent States;Authoritarian;82629;9015038;1.058;109.1;32.92;0.03;0.9690000000000001;0.0;0.0;0.0;0.0;0.0;0.0;33.7;24
91;Azerbaijan;2008;4.817;9.465;0.684;62.64;0.601;-0.029;0.715;0.578;0.227;Commonwealth of Independent States;Authoritarian;82629;9111089;1.062;110.3;31.86;0.03;0.9690000000000001;0.0;0.0;0.0;0.0;0.0;0.0;33.7;21
92;Azerbaijan;2009;4.574;9.534;0.736;63.02;0.498;-0.087;0.754;0.544;0.234;Commonwealth of Independent States;Authoritarian;82629;9206777;1.028;111.4;32.19;0.03;0.9690000000000001;0.0;0.0;0.0;0.0;0.0;0.0;33.7;19
93;Azerbaijan;2010;4.219;9.569;0.687;63.4;0.501;-0.123;0.858;0.527;0.272;Commonwealth of Independent States;Authoritarian;82629;9301693;1.023;112.6;31.43;0.03;0.9690000000000001;0.0;0.0;0.0;0.0;0.0;0.0;33.7;24
94;Azerbaijan;2011;4.68;9.54;0.725;63.64;0.537;-0.105;0.795;0.536;0.258;Commonwealth of Independent States;Authoritarian;82629;9397346;1.023;113.7;30.68;0.03;0.9690000000000001;0.0;0.0;0.0;0.0;0.0;0.0;33.7;24
95;Azerbaijan;2012;4.911;9.549;0.762;63.88;0.599;-0.14;0.763;0.554;0.266;Commonwealth of Independent States;Authoritarian;82629;9493724;1.018;114.9;29.96;0.03;0.9690000000000001;0.0;0.0;0.0;0.0;0.0;0.0;33.7;27
96;Azerbaijan;2013;5.481;9.592;0.77;64.12;0.672;-0.168;0.699;0.619;0.242;Commonwealth of Independent States;Authoritarian;82629;9590337;1.007;116.1;29.25;0.03;0.9690000000000001;0.0;0.0;0.0;0.0;0.0;0.0;33.7;28
97;Azerbaijan;2014;5.252;9.607;0.799;64.36;0.733;-0.208;0.654;0.598;0.22;Commonwealth of Independent States;Authoritarian;82629;9686433;0.987;117.2;28.56;0.03;0.9690000000000001;0.0;0.0;0.0;0.0;0.0;0.0;33.7;29
98;Azerbaijan;2015;5.147;9.606;0.786;64.6;0.764;-0.198;0.616;0.607;0.206;Commonwealth of Independent States;Authoritarian;82629;9781046;0.957;118.4;27.88;0.03;0.9690000000000001;0.0;0.0;0.0;0.0;0.0;0.0;33.7;29
99;Azerbaijan;2016;5.304;9.564;0.777;64.9;0.713;-0.204;0.607;0.598;0.191;Commonwealth of Independent States;Authoritarian;82629;9873095;0.916;119.5;27.21;0.03;0.9690000000000001;0.0;0.0;0.0;0.0;0.0;0.0;33.7;30
100;Azerbaijan;2017;5.152;9.555;0.787;65.2;0.731;-0.225;0.653;0.592;0.198;Commonwealth of Independent States;Authoritarian;82629;9961850;0.874;120.6;26.57;0.03;0.9690000000000001;0.0;0.0;0.0;0.0;0.0;0.0;33.7;31
101;Azerbaijan;2018;5.168;9.562;0.781;65.5;0.772;-0.232;0.561;0.593;0.191;Commonwealth of Independent States;Authoritarian;82629;10047186;0.833;121.6;25.93;0.03;0.9690000000000001;0.0;0.0;0.0;0.0;0.0;0.0;33.7;30
102;Azerbaijan;2019;5.173;9.575;0.887;65.8;0.854;-0.214;0.457;0.643;0.164;Commonwealth of Independent States;Authoritarian;82629;10129069;0.791;122.6;25.31;0.03;0.9690000000000001;0.0;0.0;0.0;0.0;0.0;0.0;33.7;30
103;Bangladesh;2006;4.319;7.783;0.672;59.02;0.612;0.068;0.786;0.6;0.321;South Asia;Hybrid regime;130170;140316899;1.225;1078.0;49.85;0.003;0.904;0.0;0.085;0.006;0.0;0.0;0.0;32.4;17
104;Bangladesh;2007;4.607;7.839;0.514;59.44;0.605;0.04;0.806;0.635;0.313;South Asia;Hybrid regime;130170;141908028;1.031;1090.2;47.58;0.003;0.904;0.0;0.085;0.006;0.0;0.0;0.0;32.4;20
105;Bangladesh;2008;5.052;7.886;0.467;59.86;0.606;-0.044;0.802;0.725;0.232;South Asia;Hybrid regime;130170;143350005;0.991;1101.3;45.41;0.003;0.904;0.0;0.085;0.006;0.0;0.0;0.0;32.4;20
106;Bangladesh;2009;5.083;7.924;0.528;60.28;0.631;-0.075;0.776;0.67;0.223;South Asia;Hybrid regime;130170;144899170;1.158;1113.2;43.35;0.003;0.904;0.0;0.085;0.006;0.0;0.0;0.0;32.4;21
